0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0.25,0.75,0.25,1.0,0.5,0.75,0.25,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.75,0.25,0.25,1.0,0.5,0.5,0.5,0.25,1.0,0.25,0.75,0.25,0.25,0.25,1.0,0.75,1.0,1.0,0.0,0.25,0.75,1.0,1.0,0.5,1.0,0.75,1.0,0.9999999999999999,0.25,1.0,0.0,0.5,0.5,0.25,1.0,0.25,0.0,0.0,0.75,0.0,1.0,1.0,0.75,1.0,1.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.25,0.0,1.0,0.75,1.0,0.0,1.0,0.75,0.75,1.0,0.5,1.0,0.25,1.0,0.5,1.0,1.0,0.5,1.0,0.1333333333333333,0.2941176470588234,0.06422018348623854,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,77.0
1,1.0,1.0,0.0,0.5,0.0,0.5,0.25,0.0,1.0,1.0,0.75,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.5,1.0,0.0,0.25,0.5,0.25,0.75,0.5,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.5,0.75,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.5,0.25,1.0,0.0,0.75,0.0,0.5,0.25,0.5,0.6666666666666666,0.5,1.0,0.25,0.0,1.0,0.25,0.5,0.75,0.0,0.0,0.5,1.0,0.75,0.0,0.0,0.25,0.25,0.25,0.0,0.5,0.25,0.5,0.75,0.25,0.25,0.5,0.75,0.0,0.75,1.0,0.0,0.25,1.0,0.25,1.0,1.0,1.0,0.75,0.25,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.75,0.75,0.0,0.5,0.25,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.25,0.75,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.25,0.5,1.0,1.0,0.19999999999999996,0.2156862745098036,0.05504587155963303,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0
2,1.0,0.25,0.25,0.0,0.25,0.5,0.75,0.5,0.5,0.0,0.0,0.25,0.75,0.75,0.25,0.0,0.5,0.0,0.5,0.75,0.25,0.75,1.0,1.0,0.75,0.75,0.75,0.5,0.25,0.0,1.0,0.25,0.5,1.0,0.25,0.0,0.75,0.25,0.5,0.0,0.0,0.75,0.25,0.75,0.25,1.0,0.25,0.25,0.75,0.25,0.0,0.0,0.0,0.75,1.0,0.25,0.75,0.5,0.5,0.5,0.33333333333333337,0.25,0.5,0.5,0.25,0.5,0.75,0.25,0.5,0.5,0.75,0.75,0.25,0.5,0.75,0.5,0.75,1.0,1.0,0.5,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0.5,0.5,0.5,0.0,0.25,0.25,0.5,0.5,0.25,1.0,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.75,1.0,0.25,0.5,0.25,0.75,0.75,0.5,0.75,0.25,0.75,0.25,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.3999999999999999,0.47058823529411775,0.3577981651376147,0.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
3,1.0,0.5,1.0,0.0,0.25,0.75,0.5,0.75,0.75,0.0,0.25,0.5,0.25,0.5,0.5,0.5,0.75,0.75,0.5,1.0,0.5,0.75,1.0,1.0,1.0,0.5,0.75,0.75,0.25,0.25,0.75,0.5,0.5,0.5,0.5,0.75,1.0,0.75,0.75,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.5,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.5,0.5,0.5,0.9999999999999999,0.25,1.0,0.0,0.0,0.0,0.5,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0.25,0.75,0.5,0.5,0.75,0.0,0.75,0.5,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.75,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.75,1.0,1.0,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.75,0.75,1.0,0.0,0.75,0.75,0.5,0.5,0.0,0.5,0.25,0.75,0.5,0.75,0.25,0.25,1.0,1.0,0.75,0.75,0.75,1.0,0.5333333333333332,0.2549019607843137,0.13761467889908258,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0
4,1.0,1.0,0.75,0.75,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.25,1.0,1.0,1.0,0.5,0.25,0.75,1.0,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.25,0.25,0.75,0.75,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.75,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.5,0.25,0.9999999999999999,0.75,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,1.0,0.25,0.25,0.75,0.25,0.0,0.0,0.75,1.0,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.5,1.0,1.0,0.5,0.0,0.75,0.25,0.0,0.25,0.75,0.25,1.0,0.5,0.5,1.0,0.75,0.0,1.0,0.25,0.5,0.5,0.5,0.75,0.5,0.75,1.0,0.5,0.25,0.75,0.25,0.75,0.25,0.75,0.5,0.0,0.75,0.25,0.75,0.5,0.75,1.0,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.7333333333333334,0.4509803921568625,0.1743119266055046,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,45.0
5,1.0,0.5,0.5,0.0,0.5,0.75,0.0,1.0,1.0,0.75,0.75,0.0,0.25,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.25,0.75,1.0,0.75,1.0,1.0,0.5,0.5,1.0,0.25,1.0,1.0,0.0,0.25,0.0,0.0,0.75,1.0,0.25,0.0,0.0,0.5,0.5,0.75,0.0,0.25,1.0,0.0,0.5,0.75,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.75,0.5,0.9999999999999999,1.0,0.5,0.5,0.0,0.0,0.25,0.0,0.5,0.0,1.0,0.75,0.5,0.5,0.5,0.0,0.0,0.25,1.0,1.0,0.5,1.0,0.75,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.75,0.25,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.75,0.0,0.75,1.0,0.75,0.5,0.0,1.0,0.5,0.75,0.5,1.0,0.25,0.5,0.25,0.5,0.5,0.5,0.33333333333333326,0.5098039215686274,0.2385321100917432,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0
6,1.0,0.75,0.25,0.0,0.25,0.25,0.25,0.5,1.0,0.5,1.0,0.5,0.25,0.25,0.75,0.25,0.0,0.25,0.0,1.0,0.5,0.75,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.75,0.25,0.25,0.25,0.0,0.0,1.0,0.5,0.5,0.25,0.0,1.0,0.25,0.75,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.5,0.25,0.9999999999999999,0.0,1.0,0.5,0.0,1.0,0.75,1.0,0.5,0.25,0.5,0.25,1.0,0.25,0.25,0.0,0.5,0.5,0.25,0.0,0.5,0.5,0.5,0.75,0.75,0.25,0.25,0.5,0.0,0.5,0.5,0.0,0.75,0.25,0.5,0.75,0.5,0.75,0.75,0.25,0.75,0.25,0.5,0.0,0.75,0.25,0.5,0.75,0.5,0.25,0.5,0.5,0.25,0.25,0.75,0.5,1.0,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.75,1.0,0.0,0.5,0.5,1.0,0.25,0.33333333333333326,0.0980392156862746,0.0,0.1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0
7,1.0,1.0,1.0,0.0,0.25,0.0,0.75,0.75,0.5,0.25,0.75,0.75,0.5,0.0,0.75,0.0,0.25,0.5,0.0,0.5,0.75,0.5,1.0,0.75,0.0,0.0,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.5,0.0,0.0,1.0,0.5,0.75,0.25,0.0,0.5,0.25,0.0,0.0,0.5,0.25,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.75,0.0,0.5,1.0,0.25,0.75,0.9999999999999999,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.25,0.25,0.75,0.25,0.75,0.25,0.5,0.25,1.0,0.75,0.75,0.0,1.0,0.5,0.25,0.0,0.5,0.25,1.0,0.75,0.5,0.75,0.25,1.0,1.0,0.75,0.25,1.0,0.75,0.0,0.0,0.5,0.0,0.75,0.5,0.75,0.5,0.75,0.75,0.25,0.25,0.75,0.75,0.25,1.0,0.75,0.75,1.0,0.5,0.75,0.0,0.75,0.0,1.0,1.0,0.25,0.0,0.25,1.0,0.75,0.5,1.0,0.25,0.75,0.19999999999999996,0.1568627450980391,0.20183486238532117,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
8,1.0,0.5,0.5,0.25,0.0,0.25,0.5,1.0,0.25,0.0,0.0,0.75,0.5,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.75,0.25,0.25,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.25,0.25,0.5,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.75,0.0,0.25,0.9999999999999999,0.0,1.0,0.0,0.25,0.5,0.0,0.75,0.5,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.75,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.25,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.75,0.75,0.75,0.25,0.5,0.25,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.25,0.5,0.0,0.3529411764705883,0.07339449541284404,0.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0
9,1.0,0.5,0.5,0.25,0.0,0.25,0.25,0.75,1.0,0.0,0.25,0.5,0.25,0.25,0.5,0.0,0.25,0.5,0.25,1.0,0.75,0.75,1.0,0.25,0.5,0.5,0.75,0.75,0.5,0.0,0.5,1.0,0.25,0.5,0.0,0.0,1.0,0.75,0.0,0.25,0.25,0.25,0.5,0.75,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.75,1.0,0.0,0.5,0.5,0.25,0.25,0.6666666666666666,0.25,1.0,0.5,0.25,0.75,0.5,0.0,1.0,0.5,0.0,0.25,0.75,0.25,0.5,0.0,0.5,0.25,0.75,0.5,0.5,0.5,0.0,0.75,0.75,0.25,0.0,0.5,1.0,0.5,1.0,0.25,0.0,0.25,0.5,1.0,0.25,0.25,1.0,0.5,0.25,0.75,0.75,0.0,0.75,0.0,0.75,0.5,0.75,0.25,0.75,0.5,0.75,0.5,0.0,0.75,1.0,0.25,0.25,0.75,0.75,0.5,0.75,0.25,1.0,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.25,0.2666666666666666,0.6274509803921569,0.44954128440366975,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
